max_trials,f1,f1_ratio
5,54.41058,0.7203655673960275
10,66.0173,0.874032031499274
15,66.10607999999999,0.8752074289141408
20,66.10607999999999,0.8752074289141408
25,68.77146,0.9104955654498299
30,69.25327999999999,0.9168745920597786
35,69.25327999999999,0.9168745920597786
40,70.74974,0.9366868832903714
45,70.74974,0.9366868832903714
50,70.78346,0.9371333171812176
55,70.78346,0.9371333171812176
60,70.78346,0.9371333171812176
65,70.78346,0.9371333171812176
70,70.78346,0.9371333171812176
75,74.53494,0.9868008086649483
80,74.53494,0.9868008086649483
85,74.53494,0.9868008086649483
90,74.53494,0.9868008086649483
95,74.53494,0.9868008086649483
100,74.53494,0.9868008086649483
