max_trials,f1,f1_ratio
5,37.54764,0.7895624014299233
10,40.94162,0.8609319735043633
15,42.91716,0.9024741877825676
20,44.69554,0.9398704657764694
25,44.72652,0.9405219219850699
30,44.751599999999996,0.9410493113237304
35,45.43848,0.9554932183787194
40,45.43848,0.9554932183787194
45,45.43848,0.9554932183787194
50,46.32908,0.9742210072547576
55,46.35254,0.9747143307748922
60,46.42306,0.9761972452949217
65,46.49936,0.9778017032909264
70,46.61918,0.9803213121648617
75,46.61918,0.9803213121648617
80,46.61918,0.9803213121648617
85,46.61918,0.9803213121648617
90,46.72972,0.9826457785721796
95,46.85298,0.985237724739775
100,46.97262,0.9877535485227631
