max_trials,f1,f1_ratio
5,46.416579999999996,0.784213540760314
10,54.504859999999994,0.9208659761069258
15,56.49980000000001,0.9545707204246758
20,57.47772,0.9710927930500247
25,58.219759999999994,0.9836296455235543
30,58.36684,0.9861145793031442
35,58.36684,0.9861145793031442
40,58.47655999999999,0.9879683115189216
45,58.47655999999999,0.9879683115189216
50,58.49592,0.9882954009802547
55,58.49592,0.9882954009802547
60,58.49592,0.9882954009802547
65,58.49592,0.9882954009802547
70,58.49592,0.9882954009802547
75,58.49592,0.9882954009802547
80,58.49592,0.9882954009802547
85,58.49592,0.9882954009802547
90,58.49592,0.9882954009802547
95,58.49592,0.9882954009802547
100,58.49592,0.9882954009802547
