max_trials,f1,f1_ratio
5,54.41058,0.7203655673960275
10,66.0173,0.874032031499274
15,66.49683999999999,0.8803808721877776
20,67.33066,0.8914201814067964
25,67.58171999999999,0.8947440750199585
30,67.58171999999999,0.8947440750199585
35,68.51254,0.9070676098443176
40,68.76734,0.910441018960201
45,68.91936,0.912453678511993
50,68.91936,0.912453678511993
55,68.91936,0.912453678511993
60,69.1831,0.9159454482145954
65,69.35992,0.9182864458592993
70,70.92945999999999,0.939066275308843
75,71.11016,0.9414586419777604
80,73.53058,0.9735036454795921
85,75.02141999999999,0.9932415310617103
90,75.02141999999999,0.9932415310617103
95,75.02141999999999,0.9932415310617103
100,77.17793999999999,1.0217926465506626
