max_trials,f1,f1_ratio
5,54.41058,0.7203655673960275
10,66.0173,0.874032031499274
15,66.10607999999999,0.8752074289141408
20,66.14876000000001,0.8757724881804908
25,66.37432,0.8787587760932798
30,68.85706,0.9116288614479446
35,71.32730000000001,0.9443334538122305
40,71.32730000000001,0.9443334538122305
45,71.32730000000001,0.9443334538122305
50,71.9965,0.9531932865451551
55,72.09946,0.954556419208308
60,72.14218,0.955122008052227
65,72.44973999999999,0.9591939299819017
70,76.59504,1.014075377423314
75,77.22067999999999,1.0223585001833662
80,77.22067999999999,1.0223585001833662
85,77.23044,1.0224877171102542
90,77.58614,1.027196985644476
95,77.58614,1.027196985644476
100,77.58614,1.027196985644476
