max_trials,f1,f1_ratio
5,76.76376,0.8941760261669963
10,80.63904,0.9393168904326918
15,81.9825,0.9549660681711757
20,83.94628,0.9778409898355943
25,84.64298,0.9859564395924918
30,85.25962000000001,0.9931393173563693
35,85.26752,0.9932313398238294
40,85.26752,0.9932313398238294
45,85.26752,0.9932313398238294
50,85.26752,0.9932313398238294
55,85.26752,0.9932313398238294
60,85.26752,0.9932313398238294
65,85.34434,0.9941261709567774
70,85.35496,0.9942498771092365
75,85.35496,0.9942498771092365
80,85.49866,0.9959237541439231
85,85.49866,0.9959237541439231
90,85.49866,0.9959237541439231
95,85.49866,0.9959237541439231
100,85.49866,0.9959237541439231
