max_trials,f1,f1_ratio
5,97.56176,0.9894591439649254
10,98.0454,0.9943641602375632
15,98.0454,0.9943641602375632
20,98.0454,0.9943641602375632
25,98.09968,0.9949146611954633
30,98.10409999999999,0.9949594882815708
35,98.10409999999999,0.9949594882815708
40,98.29382000000001,0.9968836047468032
45,98.29382000000001,0.9968836047468032
50,98.34492,0.9974018545432048
55,98.34492,0.9974018545432048
60,98.34492,0.9974018545432048
65,98.34492,0.9974018545432048
70,98.34492,0.9974018545432048
75,98.39506,0.9979103681399092
80,98.39506,0.9979103681399092
85,98.39506,0.9979103681399092
90,98.39506,0.9979103681399092
95,98.39506,0.9979103681399092
100,98.39506,0.9979103681399092
