max_trials,f1,f1_ratio
5,38.82768,0.6919058395851525
10,51.001239999999996,0.9088376071422207
15,51.96752,0.9260566316802396
20,51.96752,0.9260566316802396
25,54.33239999999999,0.9681985850989895
30,54.33239999999999,0.9681985850989895
35,54.33239999999999,0.9681985850989895
40,54.33239999999999,0.9681985850989895
45,54.33239999999999,0.9681985850989895
50,54.50019999999999,0.9711887663274943
55,54.50019999999999,0.9711887663274943
60,54.81948,0.9768783078211594
65,54.81948,0.9768783078211594
70,55.00334,0.9801546768358965
75,55.52938,0.9895286633284033
80,55.70426,0.9926450095336529
85,55.70426,0.9926450095336529
90,55.70426,0.9926450095336529
95,55.70426,0.9926450095336529
100,55.721140000000005,0.9929458096477005
