max_trials,f1,f1_ratio
5,59.21046,0.8790712590025789
10,63.5779,0.9439126903884898
15,64.05452,0.9509888546923274
20,64.05452,0.9509888546923274
25,64.05452,0.9509888546923274
30,66.63636,0.9893202802435428
35,66.63636,0.9893202802435428
40,66.71423999999999,0.9904765298259834
45,66.71423999999999,0.9904765298259834
50,66.72008,0.990563233698113
55,66.72008,0.990563233698113
60,66.84752,0.9924552784693798
65,66.937,0.9937837480718038
70,66.937,0.9937837480718038
75,66.937,0.9937837480718038
80,66.95126,0.993995459923956
85,66.95126,0.993995459923956
90,67.05348,0.9955130746172929
95,67.05348,0.9955130746172929
100,67.05348,0.9955130746172929
