TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME, LM, K, CLUSTERING, THRESHOLD
D8, 0.72*gradient_boosting + 0.16*random_forest + 0.12*gradient_boosting, 518.3562, 38.8343, 49.5337, 0.784, 20.8246, 43216.4479, st5, 1, KiralyMSMApproximateClustering, 0.75
