TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D9, gradient_boosting | gradient_boosting | gradient_boosting | random_forest, 1452.7044, 94.3686, 94.9241, 0.9941, 157.1148, 43282.8634
