TEST_SET, AUTOML_REGRESSOR, TEST_MSE, PREDICTED_F1, GLOBAL_BEST_F1, PERFORMANCE, PREDICTIONS_RUNTIME, OPTIMIZATION_TIME
D5, gradient_boosting | gradient_boosting | gradient_boosting | random_forest | extra_trees, 331.6355, 78.5464, 78.9235, 0.9952, 137.665, 43300.8396
